filename,caption
Audi/116.jpg,"""Xe Audi A4 Avant màu trắng, kiểu wagon, chụp vào ban ngày, đang đỗ trước bức tường bê tông."""
Audi/117.jpg,"""Xe Audi A4 màu xám nâu, kiểu sedan, chụp vào ban ngày, đang đỗ trên đường núi."""
Audi/118.jpg,"""Xe Audi S4 màu xanh dương đậm, kiểu sedan, chụp vào ban ngày, đang chạy trên đường đèo."""
Audi/119.jpg,"""Xe Audi A4 đời cũ màu xanh đậm, kiểu sedan, chụp vào ban ngày, trên bãi cát."""
Audi/120.jpg,"""Xe Audi A4 màu xanh dương đậm, kiểu sedan, chụp vào ban ngày, đang đỗ với nền là thành phố."""
Audi/121.jpg,"""Xe Audi A4 màu xanh dương đậm, kiểu sedan, chụp vào ban ngày, đang đỗ cùng một người đàn ông."""
Audi/122.jpg,"""Xe Audi A4 màu bạc, kiểu sedan, chụp vào ban ngày, đang đỗ trong thành phố."""
Audi/123.jpg,"""Xe Audi A4 màu xám, kiểu sedan, chụp vào ban ngày, đang chạy trên đường đèo."""
Audi/124.jpg,"""Xe Audi A4 màu xám, kiểu sedan, chụp từ phía sau, đang chạy trong thành phố."""
Audi/125.jpg,"""Xe concept Audi A4 màu xanh dương, kiểu sedan, ảnh render, đang chạy trên đường."""
Audi/126.jpg,"""Xe Audi A4 màu xám, kiểu sedan, chụp trong studio trên nền trắng."""
Audi/127.jpg,"""Xe Audi A4 màu xanh dương đậm, kiểu sedan, chụp nghiêng, đang chạy trên đường phố."""
Audi/128.jpg,"""Xe Audi S4 màu xanh dương, kiểu sedan, chụp vào ban ngày, đang chạy trên đường ven biển."""
Audi/129.jpg,"""Xe Audi A4 màu trắng, kiểu sedan, chụp vào ban ngày, đang đỗ ngoài trời."""
Audi/130.jpg,"""Xe Audi A4 màu trắng, kiểu sedan, chụp từ phía sau, trong studio trên nền trắng."""
Audi/131.jpg,"""Xe Audi A4 màu xám đậm, kiểu sedan, chụp vào ban ngày, đang đỗ trên bãi biển."""
Audi/132.jpg,"""Xe Audi A4 màu bạc, kiểu sedan, chụp trong studio trên nền trắng."""
Audi/133.jpg,"""Xe Audi A4 màu xám, kiểu sedan, chụp từ phía sau, đang đỗ ven đường vào ban ngày."""
Audi/136.jpg,"""Xe Audi A4 màu xám, kiểu sedan, chụp vào ban ngày, đang đỗ ngoài trời."""
Audi/137.jpg,"""Xe Audi A4 màu xanh dương đậm, kiểu sedan, chụp vào ban ngày, đang chạy trên đường."""
Audi/139.jpg,"""Xe Audi A4 màu xanh dương, kiểu sedan, chụp vào ban ngày, đang chạy trên đường quê."""
Audi/140.jpg,"""Xe Audi A4 màu trắng, kiểu sedan, chụp trong studio trên nền trắng."""
Audi/142.jpg,"""Xe concept Audi A5 Avant màu bạc, kiểu wagon, ảnh render."""
Audi/143.jpg,"""Xe Audi A4L màu trắng, kiểu sedan, chụp vào ban ngày, đang đỗ trên đường phố."""
Audi/144.jpg,"""Xe Audi A4 màu xám, kiểu sedan, chụp từ phía sau, đang chạy trên đường."""
Audi/146.jpg,"""Xe Audi A4 màu đỏ, kiểu sedan, chụp vào ban ngày, đang chạy trên đường phố."""
Audi/147.jpg,"""Xe Audi A4 màu trắng, kiểu sedan, chụp cận cảnh phía trước, vào ban ngày."""
Audi/148.jpg,"""Xe Audi A4 màu xám đậm, kiểu sedan, chụp vào ban ngày, đang đỗ trên bãi biển."""
Audi/149.jpg,"""Xe Audi A4 màu xám nâu, kiểu sedan, chụp vào ban ngày, trên đường núi."""
Audi/150.jpg,"""Xe Audi A4 màu xanh dương, kiểu sedan, chụp vào ban ngày, đang đỗ trên đường quê có cây cối."""
Audi/152.jpg,"""Xe Audi A4 màu xanh dương, kiểu sedan, chụp vào ban ngày, trên đường quê."""
Audi/153.jpg,"""Xe Audi A4 màu xám đậm, kiểu sedan, chụp vào ban ngày, đang đỗ ở bãi xe."""
Audi/154.jpg,"""Xe Audi A4 màu xanh xám, kiểu sedan, chụp từ phía sau, đang đỗ trên đường đất vào ban ngày."""
Audi/155.jpg,"""Xe Audi A4 màu xám, kiểu sedan, chụp chính diện ban ngày, trên đường ven biển."""
Audi/156.jpg,"""Xe Audi A4 màu xanh dương, kiểu sedan, chụp trong studio trên nền trắng."""
Audi/157.jpg,"""Xe Audi A4 màu đỏ, kiểu sedan, chụp trong studio trên nền trắng."""
Audi/158.jpg,"""Xe Audi S4 màu xanh dương, kiểu sedan, chụp vào hoàng hôn, đang chạy trên đường ven biển."""
Audi/159.jpg,"""Xe Audi A4 màu nâu, kiểu sedan, chụp vào ban ngày, đang chạy trên đường."""
Audi/160.jpg,"""Xe Audi A4 màu đỏ, kiểu sedan, chụp vào ban ngày, đang chạy trên đường quê."""
Audi/161.jpg,"""Xe Audi 100 màu trắng, kiểu sedan, chụp vào ban ngày, đang đỗ ở bãi xe."""
Audi/162.jpg,"""Xe Audi A6 Avant màu đen, kiểu wagon, chụp vào ban ngày, đang đỗ ở bãi xe."""
Audi/169.jpg,"""Xe concept Audi A6 Avant e-tron màu xám, kiểu wagon, ảnh render, trên đường ven biển."""
Audi/170.jpg,"""Xe Audi A6 màu xanh dương đậm, kiểu sedan, chụp vào ban ngày, trên đường núi."""
Audi/171.jpg,"""Xe Audi A6 Avant màu trắng, kiểu wagon, chụp vào ban ngày, đang đỗ ở bến cảng."""
Audi/172.jpg,"""Xe concept Audi A6 Avant e-tron màu xám xanh, kiểu wagon, ảnh render, trên đường ven núi."""
Audi/173.jpg,"""Xe concept Audi A6 Avant e-tron màu xám xanh, kiểu wagon, ảnh render, trên đường ven núi."""
Audi/174.jpg,"""Bản phác thảo xe concept Audi A6 e-tron màu đỏ, kiểu sedan, trên nền đỏ."""
Audi/175.jpg,"""Xe Audi A6 màu đen, kiểu sedan, chụp vào ban ngày, đang đỗ trên đường phố."""
Audi/177.jpg,"""Xe Audi A6 màu trắng, kiểu sedan, chụp trong studio trên nền trắng."""
Audi/178.jpg,"""Xe Audi A6 màu trắng, kiểu sedan, chụp chính diện trong showroom."""
Audi/179.jpg,"""Xe Audi A6 màu xám, kiểu sedan, chụp từ phía sau, đang chạy trên đường đèo vào hoàng hôn."""
Audi/180.jpg,"""Xe Audi A6 màu xám bạc, kiểu sedan, chụp vào ban ngày, đang chạy trên đường quê."""
Audi/181.jpg,"""Xe Audi A6 màu xanh dương đậm, kiểu sedan, trong sự kiện ra mắt cùng hai người đàn ông."""
Audi/182.jpg,"""Xe Audi A6 màu xanh dương đậm, kiểu sedan, chụp vào ban ngày, đang đỗ trên đường phố."""
Audi/183.jpg,"""Xe concept Audi A6 Avant e-tron màu bạc, kiểu wagon, ảnh render, trên đường ướt."""
Audi/184.jpg,"""Xe Audi A6 màu bạc, kiểu sedan, chụp vào ban ngày, đang đỗ trước nhà hiện đại."""
Audi/185.jpg,"""Xe concept Audi A6 e-tron màu xám, kiểu wagon, ảnh render, đang chạy trên đường núi."""
Audi/186.jpg,"""Xe Audi A6 màu xanh dương đậm, kiểu sedan, chụp vào ban ngày, đang đỗ ven đường."""
Audi/188.jpg,"""Xe Audi A6 màu trắng, kiểu sedan, chụp vào ban ngày, đang đỗ trên đường núi."""
Audi/189.jpg,"""Xe Audi A6 Matrix màu xám nâu, kiểu sedan, chụp vào ban ngày, đang đỗ ngoài trời."""
Audi/191.jpg,"""Xe Audi A6 màu xanh đen, kiểu sedan, chụp vào ban ngày, đang đỗ trên sân thượng."""
Audi/192.jpg,"""Xe Audi A6 màu xanh xám, kiểu sedan, chụp trong sự kiện ra mắt."""
Audi/194.jpg,"""Xe concept Audi A6 e-tron màu bạc, kiểu sedan, ảnh render chụp nghiêng trong studio."""
Audi/196.jpg,"""Bản phác thảo xe concept Audi A6 e-tron, kiểu sedan, trên nền đỏ."""
Audi/197.jpg,"""Xe Audi A6 màu xanh dương đậm, kiểu sedan, chụp trên sân khấu sự kiện ra mắt."""
Audi/198.jpg,"""Xe Audi A6 màu trắng, kiểu sedan, chụp vào ban ngày, đang đỗ trong hẻm."""
Audi/199.jpg,"""Xe Audi A6 màu xanh dương đậm, kiểu sedan, chụp nghiêng trong studio trên nền trắng."""
Audi/201.jpg,"""Xe concept Audi A6 e-tron màu xám, kiểu sedan, đang chạy trên đường đèo."""
Audi/202.jpg,"""Xe concept Audi A6 Avant e-tron màu xám xanh, kiểu wagon, chụp trong studio."""
Audi/203.jpg,"""Xe Audi A6 màu xám, kiểu sedan, chụp vào ban ngày, đang đỗ trên đường phố."""
Audi/204.jpg,"""Xe concept Audi A6 Avant e-tron màu xám xanh, kiểu wagon, ảnh render chụp nghiêng."""
Audi/206.jpg,"""Xe Audi A6 màu trắng, kiểu sedan, chụp vào ban ngày, đang chạy trên đường quê."""
Audi/207.jpg,"""Xe Audi A6 màu đen, kiểu sedan, chụp vào ban ngày, đang đỗ ở bến cảng."""
Audi/208.jpg,"""Xe concept Audi A6 e-tron màu bạc, kiểu sedan, ảnh render, đang chạy trên đường quê."""
Audi/210.jpg,"""Xe Audi A6 phiên bản thử nghiệm được ngụy trang, màu xanh dương, kiểu sedan, đang chạy trên đường ướt."""
Audi/214.jpg,"""Xe Audi A6 màu trắng, kiểu sedan, chụp vào ban ngày, đang đỗ ngoài trời."""
Audi/215.jpg,"""Xe Audi A6 màu xám, kiểu sedan, chụp vào ban ngày, đang đỗ trên đường phố."""
Audi/217.jpg,"""Xe Audi A6 màu trắng, kiểu sedan, chụp chính diện trong showroom."""
Audi/218.jpg,"""Xe Audi A6 màu bạc, kiểu sedan, chụp trong studio trên nền trắng."""
Audi/220.jpg,"""Xe Audi A6 màu xanh dương đậm, kiểu sedan, chụp trên sân khấu sự kiện ra mắt."""
Audi/221.jpg,"""Xe Audi A6 Avant màu đen, kiểu wagon, chụp trong studio."""
Audi/223.jpg,"""Xe Audi A6 phiên bản thử nghiệm được ngụy trang, màu đen, kiểu sedan, đang đỗ ngoài trời."""
Audi/224.jpg,"""Xe Audi A6 màu xám, kiểu sedan, chụp trong studio trên nền trắng."""
Audi/225.jpg,"""Xe Audi A6 màu trắng, kiểu sedan, chụp vào ban ngày, đang chạy trên đường quê."""
Audi/226.jpg,"""Xe Audi A6 màu bạc, kiểu sedan, chụp vào ban ngày, đang đỗ ven hồ."""
Audi/227.jpg,"""Xe Audi A6 màu xanh đen, kiểu sedan, chụp vào ban ngày, đang đỗ trên đường phố."""
Audi/228.jpg,"""Xe Audi A6 màu bạc, kiểu sedan, ảnh render, trong không gian kiến trúc."""
Audi/229.jpg,"""Hai chiếc xe Audi A6 màu trắng và bạc, kiểu sedan, chụp vào ban ngày, đang đỗ ngoài trời."""
Audi/233.jpg,"""Xe concept Audi A6 e-tron màu bạc, kiểu sedan, chụp chính diện trong studio."""
Audi/234.jpg,"""Xe Audi A6 màu xanh dương, kiểu sedan, chụp trên sân khấu sự kiện ra mắt."""
Audi/235.jpg,"""Xe Audi A6 màu xanh dương đậm, kiểu sedan, chụp vào ban ngày, đang chạy trên đường."""
Audi/237.jpg,"""Xe concept Audi A6 màu xanh dương, kiểu sedan, ảnh render, đang chạy trên đường."""
Audi/238.jpg,"""Xe Audi A6 màu xanh đen, kiểu sedan, chụp vào ban ngày, đang đỗ ở khu vực đồi núi."""
Audi/239.jpg,"""Xe Audi A6 màu xám, kiểu sedan, chụp chính diện trong showroom."""
Audi/247.jpg,"""Xe Audi Q7 màu xanh dương, kiểu SUV, chụp trong studio trên nền trắng."""
Audi/249.jpg,"""Xe Audi Q7 màu bạc, kiểu SUV, chụp vào ban ngày, đang chạy trên đường núi."""
Audi/250.jpg,"""Xe Audi Q7 màu đen, kiểu SUV, chụp vào ban ngày, đang đỗ trên đường phố."""
Audi/251.jpg,"""Xe Audi Q7 màu xám, kiểu SUV, chụp vào ban ngày, cùng một người đàn ông trước tòa nhà."""
Audi/252.jpg,"""Xe Audi SQ7 màu trắng, kiểu SUV, chụp vào ban ngày, đang đỗ ở sân bay."""
Audi/254.jpg,"""Xe Audi Q7 màu đen, kiểu SUV, chụp trong studio trên nền trắng."""
Audi/256.jpg,"""Xe Audi SQ7 màu xám, kiểu SUV, chụp vào ban ngày, đang đỗ trong rừng."""
Audi/258.jpg,"""Xe Audi Q7 màu xanh đen, kiểu SUV, chụp vào ban ngày, đang chạy trên đường."""
Audi/270.jpg,"""Xe Audi Q7 màu trắng, kiểu SUV, chụp vào ban ngày, đang chạy trên đường quê."""
Audi/271.jpg,"""Xe Audi Q7 màu đỏ, kiểu SUV, chụp vào hoàng hôn, đang chạy trên đường núi."""
Audi/272.jpg,"""Xe Audi Q7 màu đen, kiểu SUV, chụp nghiêng vào ban ngày, đang đỗ trên đường phố."""
Audi/273.jpg,"""Xe Audi Q7 màu xám, kiểu SUV, chụp vào ban ngày, cùng một người đàn ông trước tòa nhà."""
Audi/274.jpg,"""Xe Audi Q7 màu đen, kiểu SUV, chụp từ phía sau, đang đỗ trong khu dân cư."""
Audi/275.jpg,"""Xe Audi SQ7 màu đỏ, kiểu SUV, chụp vào ban ngày, trên đường núi."""
Audi/277.jpg,"""Xe Audi Q7 màu xám, kiểu SUV, chụp vào ban ngày, cùng một người đàn ông ở ngoài trời."""
Audi/278.jpg,"""Xe Audi Q7 màu xám, kiểu SUV, chụp từ phía sau, đang đỗ ngoài trời."""
Audi/280.jpg,"""Xe Audi Q7 màu đỏ, kiểu SUV, chụp vào ban ngày, đang đỗ bên bờ biển."""
Audi/281.jpg,"""Xe Audi Q7 màu đen, kiểu SUV, chụp vào ban ngày, đang đỗ ven đường."""
Audi/282.jpg,"""Xe Audi Q7 màu đen, kiểu SUV, chụp vào ban ngày, đang đỗ trên đường ở khu vực đồi núi."""
Audi/283.jpg,"""Xe Audi Q7 màu xanh dương, kiểu SUV, chụp vào ban ngày, với nền là thành phố."""
Audi/285.jpg,"""Xe Audi Q7 màu xanh dương, kiểu SUV, chụp vào buổi tối, đang chạy trên đường."""
Audi/286.jpg,"""Xe Audi Q7 màu trắng, kiểu SUV, chụp vào ban ngày, đang đỗ trên đường đất."""
Audi/287.jpg,"""Xe Audi Q7 màu đỏ, kiểu SUV, chụp từ phía sau, đang đỗ trên đường núi vào hoàng hôn."""
Audi/288.jpg,"""Xe Audi Q7 đời cũ màu xám đậm, kiểu SUV, chụp vào ban ngày, đang đỗ ven đường."""
Audi/289.jpg,"""Xe Audi Q7 màu xanh dương, kiểu SUV, chụp vào ban ngày, đang chạy trên đường."""
Audi/291.jpg,"""Xe Audi Q7 màu đen, kiểu SUV, chụp vào ban ngày, đang chạy tốc độ cao trên đường quê."""
Audi/292.jpg,"""Xe Audi Q7 màu đỏ, kiểu SUV, chụp vào ban ngày, đang chạy trên đường đèo."""
Audi/293.jpg,"""Xe Audi Q7 màu trắng, kiểu SUV, chụp trong studio trên nền trắng."""
Audi/294.jpg,"""Xe Audi Q7 màu đen, kiểu SUV, chụp vào ban đêm, đang đỗ trên đường lát đá."""
Audi/295.jpg,"""Xe Audi Q7 màu bạc, kiểu SUV, chụp vào bình minh, đang chạy trên đường núi."""
Audi/296.jpg,"""Xe Audi Q7 V12 TDI đời cũ màu xám, kiểu SUV, chụp vào ban ngày, đang đỗ trên đường quê."""
Audi/297.jpg,"""Xe Audi Q7 màu bạc, kiểu SUV, chụp trong studio trên nền trắng."""
Audi/298.jpg,"""Xe Audi Q7 đời cũ màu trắng, kiểu SUV, chụp vào ban ngày, đang đỗ ngoài trời."""
Audi/299.jpg,"""Xe Audi Q7 màu xám, kiểu SUV, chụp vào ban ngày, đang đỗ trên đường đất."""
Audi/300.jpg,"""Xe Audi Q7 màu xanh dương, kiểu SUV, chụp từ phía sau, trong studio trên nền trắng."""
Audi/301.jpg,"""Xe Audi Q7 màu xanh dương, kiểu SUV, chụp vào ban ngày, đang đỗ ngoài trời."""
Audi/302.jpg,"""Xe Audi Q7 màu đỏ, kiểu SUV, chụp vào ban ngày, đang chạy trên đường đèo."""
Audi/304.jpg,"""Xe Audi Q7 màu trắng, kiểu SUV, chụp vào ban ngày, đang chạy trên đường phố."""
Audi/305.jpg,"""Xe Audi Q7 màu đỏ, kiểu SUV, chụp trong studio trên nền trắng."""
Audi/306.jpg,"""Xe Audi Q7 màu xám, kiểu SUV, chụp vào ban ngày, đang chạy trên đường phố hiện đại."""
Audi/307.jpg,"""Xe Audi Q7 màu xám, kiểu SUV, chụp vào ban ngày, đang đỗ trên đường quê."""
Audi/309.jpg,"""Xe Audi Q7 màu xám, kiểu SUV, chụp trong studio."""
Audi/310.jpg,"""Xe Audi Q7 màu đen, kiểu SUV, chụp chính diện trong showroom."""
Audi/311.jpg,"""Xe Audi Q7 màu đỏ, kiểu SUV, chụp từ phía sau, với nền là thành phố."""
Audi/314.jpg,"""Xe Audi Q7 màu đỏ, kiểu SUV, chụp vào ban ngày, đang chạy trên đường núi."""
Audi/315.jpg,"""Xe Audi Q7 màu xám, kiểu SUV, chụp vào ban ngày, đang chạy trên đường cao tốc."""
Audi/317.jpg,"""Xe Audi Q7 màu trắng, kiểu SUV, chụp trong studio trên nền trắng."""
Audi/318.jpg,"""Xe Audi Q5 màu bạc, kiểu SUV, chụp từ phía sau, đang đỗ trên bãi cỏ khô."""
Audi/319.jpg,"""Xe Audi Q7 màu xanh dương, kiểu SUV, chụp vào ban ngày, đang chạy trên đường cao tốc."""
Audi/320.jpg,"""Xe Audi Q7 màu bạc, kiểu SUV, chụp vào ban ngày, đang đỗ bên bờ biển."""
Audi/323.jpg,"""Xe concept Audi Q5 màu xanh bạc, kiểu SUV, ảnh render, đang đỗ trên đường phố."""
Audi/326.jpg,"""Xe Audi Q5 màu đen, kiểu SUV, chụp trong studio trên nền trắng."""
Audi/327.jpg,"""Xe Audi Q5 màu trắng, kiểu SUV, chụp vào ban ngày, đang đỗ trên đồng cỏ."""
Audi/328.jpg,"""Xe concept Audi Q5 màu xanh dương, kiểu SUV, ảnh render, đang đỗ ngoài trời."""
Audi/330.jpg,"""Xe Audi Q5 màu trắng, kiểu SUV, chụp nghiêng vào ban ngày, trên đường quê."""
